Main.Row	Main.Col	Sub.Row	Sub.Col	SubgridAlias	SpotType	Dilution	GridAlias	Main.Row.Real	Main.Col.Real	Sub.Row.Real	Sub.Col.Real
1	1	13	77	PosCtrl-1-2	PosCtrl	50	PosCtrl-37	2	7	2	11
1	1	13	78	Sample-2-1-1	Sample	100	Sample-421	2	8	2	1
1	1	13	79	Sample-2-1-2	Sample	50	Sample-421	2	8	2	2
1	1	13	80	Sample-2-1-3	Sample	25	Sample-421	2	8	2	3
1	1	13	81	Sample-2-1-4	Sample	12.5	Sample-421	2	8	2	4
1	1	13	82	Sample-2-1-5	Sample	6.25	Sample-421	2	8	2	5
1	1	13	83	Sample-2-2-1	Sample	100	Sample-422	2	8	2	6
1	1	13	84	Sample-2-2-2	Sample	50	Sample-422	2	8	2	7
1	1	13	85	Sample-2-2-3	Sample	25	Sample-422	2	8	2	8
1	1	13	86	Sample-2-2-4	Sample	12.5	Sample-422	2	8	2	9
1	1	13	87	Sample-2-2-5	Sample	6.25	Sample-422	2	8	2	10
1	1	13	88	PosCtrl-1-2	PosCtrl	50	PosCtrl-39	2	8	2	11
1	1	13	89	Sample-2-1-1	Sample	100	Sample-443	2	9	2	1
1	1	13	90	Sample-2-1-2	Sample	50	Sample-443	2	9	2	2
1	1	13	91	Sample-2-1-3	Sample	25	Sample-443	2	9	2	3
1	1	13	92	Sample-2-1-4	Sample	12.5	Sample-443	2	9	2	4
1	1	13	93	Sample-2-1-5	Sample	6.25	Sample-443	2	9	2	5
1	1	13	94	Sample-2-2-1	Sample	100	Sample-444	2	9	2	6
1	1	13	95	Sample-2-2-2	Sample	50	Sample-444	2	9	2	7
1	1	13	96	Sample-2-2-3	Sample	25	Sample-444	2	9	2	8
1	1	13	97	Sample-2-2-4	Sample	12.5	Sample-444	2	9	2	9
1	1	13	98	Sample-2-2-5	Sample	6.25	Sample-444	2	9	2	10
1	1	13	99	PosCtrl-1-2	PosCtrl	50	PosCtrl-41	2	9	2	11
1	1	13	100	Sample-2-1-1	Sample	100	Sample-465	2	10	2	1
1	1	13	101	Sample-2-1-2	Sample	50	Sample-465	2	10	2	2
1	1	13	102	Sample-2-1-3	Sample	25	Sample-465	2	10	2	3
1	1	13	103	Sample-2-1-4	Sample	12.5	Sample-465	2	10	2	4
1	1	13	104	Sample-2-1-5	Sample	6.25	Sample-465	2	10	2	5
1	1	13	105	Sample-2-2-1	Sample	100	Sample-466	2	10	2	6
1	1	13	106	Sample-2-2-2	Sample	50	Sample-466	2	10	2	7
1	1	13	107	Sample-2-2-3	Sample	25	Sample-466	2	10	2	8
1	1	13	108	Sample-2-2-4	Sample	12.5	Sample-466	2	10	2	9
1	1	13	109	Sample-2-2-5	Sample	6.25	Sample-466	2	10	2	10
1	1	13	110	PosCtrl-1-2	PosCtrl	50	PosCtrl-43	2	10	2	11
1	1	13	111	Sample-2-1-1	Sample	100	Sample-487	2	11	2	1
1	1	13	112	Sample-2-1-2	Sample	50	Sample-487	2	11	2	2
1	1	13	113	Sample-2-1-3	Sample	25	Sample-487	2	11	2	3
1	1	13	114	Sample-2-1-4	Sample	12.5	Sample-487	2	11	2	4
1	1	13	115	Sample-2-1-5	Sample	6.25	Sample-487	2	11	2	5
1	1	13	116	Sample-2-2-1	Sample	100	Sample-488	2	11	2	6
1	1	13	117	Sample-2-2-2	Sample	50	Sample-488	2	11	2	7
1	1	13	118	Sample-2-2-3	Sample	25	Sample-488	2	11	2	8
1	1	13	119	Sample-2-2-4	Sample	12.5	Sample-488	2	11	2	9
1	1	13	120	Sample-2-2-5	Sample	6.25	Sample-488	2	11	2	10
1	1	13	121	PosCtrl-1-2	PosCtrl	50	PosCtrl-45	2	11	2	11
1	1	13	122	Sample-2-1-1	Sample	100	Sample-509	2	12	2	1
1	1	13	123	Sample-2-1-2	Sample	50	Sample-509	2	12	2	2
1	1	13	124	Sample-2-1-3	Sample	25	Sample-509	2	12	2	3
1	1	13	125	Sample-2-1-4	Sample	12.5	Sample-509	2	12	2	4
1	1	13	126	Sample-2-1-5	Sample	6.25	Sample-509	2	12	2	5
1	1	13	127	Sample-2-2-1	Sample	100	Sample-510	2	12	2	6
1	1	13	128	Sample-2-2-2	Sample	50	Sample-510	2	12	2	7
1	1	13	129	Sample-2-2-3	Sample	25	Sample-510	2	12	2	8
1	1	13	130	Sample-2-2-4	Sample	12.5	Sample-510	2	12	2	9
1	1	13	131	Sample-2-2-5	Sample	6.25	Sample-510	2	12	2	10
1	1	13	132	PosCtrl-1-2	PosCtrl	50	PosCtrl-47	2	12	2	11
1	1	14	1	Sample-3-1-1	Sample	100	Sample-269	2	1	3	1
1	1	14	2	Sample-3-1-2	Sample	50	Sample-269	2	1	3	2
1	1	14	3	Sample-3-1-3	Sample	25	Sample-269	2	1	3	3
1	1	14	4	Sample-3-1-4	Sample	12.5	Sample-269	2	1	3	4
1	1	14	5	Sample-3-1-5	Sample	6.25	Sample-269	2	1	3	5
1	1	14	6	Sample-3-2-1	Sample	100	Sample-270	2	1	3	6
1	1	14	7	Sample-3-2-2	Sample	50	Sample-270	2	1	3	7
1	1	14	8	Sample-3-2-3	Sample	25	Sample-270	2	1	3	8
1	1	14	9	Sample-3-2-4	Sample	12.5	Sample-270	2	1	3	9
1	1	14	10	Sample-3-2-5	Sample	6.25	Sample-270	2	1	3	10
1	1	14	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-25	2	1	3	11
1	1	14	12	Sample-3-1-1	Sample	100	Sample-291	2	2	3	1
1	1	14	13	Sample-3-1-2	Sample	50	Sample-291	2	2	3	2
1	1	14	14	Sample-3-1-3	Sample	25	Sample-291	2	2	3	3
1	1	14	15	Sample-3-1-4	Sample	12.5	Sample-291	2	2	3	4
1	1	14	16	Sample-3-1-5	Sample	6.25	Sample-291	2	2	3	5
1	1	14	17	Sample-3-2-1	Sample	100	Sample-292	2	2	3	6
1	1	14	18	Sample-3-2-2	Sample	50	Sample-292	2	2	3	7
1	1	14	19	Sample-3-2-3	Sample	25	Sample-292	2	2	3	8
1	1	14	20	Sample-3-2-4	Sample	12.5	Sample-292	2	2	3	9
1	1	14	21	Sample-3-2-5	Sample	6.25	Sample-292	2	2	3	10
1	1	14	22	PosCtrl-1-3	PosCtrl	25	PosCtrl-27	2	2	3	11
1	1	14	23	Sample-3-1-1	Sample	100	Sample-313	2	3	3	1
1	1	14	24	Sample-3-1-2	Sample	50	Sample-313	2	3	3	2
1	1	14	25	Sample-3-1-3	Sample	25	Sample-313	2	3	3	3
1	1	14	26	Sample-3-1-4	Sample	12.5	Sample-313	2	3	3	4
1	1	14	27	Sample-3-1-5	Sample	6.25	Sample-313	2	3	3	5
1	1	14	28	Sample-3-2-1	Sample	100	Sample-314	2	3	3	6
1	1	14	29	Sample-3-2-2	Sample	50	Sample-314	2	3	3	7
1	1	14	30	Sample-3-2-3	Sample	25	Sample-314	2	3	3	8
1	1	14	31	Sample-3-2-4	Sample	12.5	Sample-314	2	3	3	9
1	1	14	32	Sample-3-2-5	Sample	6.25	Sample-314	2	3	3	10
1	1	14	33	PosCtrl-1-3	PosCtrl	25	PosCtrl-29	2	3	3	11
1	1	14	34	Sample-3-1-1	Sample	100	Sample-335	2	4	3	1
1	1	14	35	Sample-3-1-2	Sample	50	Sample-335	2	4	3	2
1	1	14	36	Sample-3-1-3	Sample	25	Sample-335	2	4	3	3
1	1	14	37	Sample-3-1-4	Sample	12.5	Sample-335	2	4	3	4
1	1	14	38	Sample-3-1-5	Sample	6.25	Sample-335	2	4	3	5
1	1	14	39	Sample-3-2-1	Sample	100	Sample-336	2	4	3	6
1	1	14	40	Sample-3-2-2	Sample	50	Sample-336	2	4	3	7
1	1	14	41	Sample-3-2-3	Sample	25	Sample-336	2	4	3	8
1	1	14	42	Sample-3-2-4	Sample	12.5	Sample-336	2	4	3	9
1	1	14	43	Sample-3-2-5	Sample	6.25	Sample-336	2	4	3	10
1	1	14	44	PosCtrl-1-3	PosCtrl	25	PosCtrl-31	2	4	3	11
1	1	14	45	Sample-3-1-1	Sample	100	Sample-357	2	5	3	1
1	1	14	46	Sample-3-1-2	Sample	50	Sample-357	2	5	3	2
1	1	14	47	Sample-3-1-3	Sample	25	Sample-357	2	5	3	3
1	1	14	48	Sample-3-1-4	Sample	12.5	Sample-357	2	5	3	4
1	1	14	49	Sample-3-1-5	Sample	6.25	Sample-357	2	5	3	5
1	1	14	50	Sample-3-2-1	Sample	100	Sample-358	2	5	3	6
1	1	14	51	Sample-3-2-2	Sample	50	Sample-358	2	5	3	7
1	1	14	52	Sample-3-2-3	Sample	25	Sample-358	2	5	3	8
1	1	14	53	Sample-3-2-4	Sample	12.5	Sample-358	2	5	3	9
1	1	14	54	Sample-3-2-5	Sample	6.25	Sample-358	2	5	3	10
1	1	14	55	PosCtrl-1-3	PosCtrl	25	PosCtrl-33	2	5	3	11
1	1	14	56	Sample-3-1-1	Sample	100	Sample-379	2	6	3	1
1	1	14	57	Sample-3-1-2	Sample	50	Sample-379	2	6	3	2
1	1	14	58	Sample-3-1-3	Sample	25	Sample-379	2	6	3	3
1	1	14	59	Sample-3-1-4	Sample	12.5	Sample-379	2	6	3	4
1	1	14	60	Sample-3-1-5	Sample	6.25	Sample-379	2	6	3	5
1	1	14	61	Sample-3-2-1	Sample	100	Sample-380	2	6	3	6
1	1	14	62	Sample-3-2-2	Sample	50	Sample-380	2	6	3	7
1	1	14	63	Sample-3-2-3	Sample	25	Sample-380	2	6	3	8
1	1	14	64	Sample-3-2-4	Sample	12.5	Sample-380	2	6	3	9
1	1	14	65	Sample-3-2-5	Sample	6.25	Sample-380	2	6	3	10
1	1	14	66	PosCtrl-1-3	PosCtrl	25	PosCtrl-35	2	6	3	11
1	1	14	67	Sample-3-1-1	Sample	100	Sample-401	2	7	3	1
1	1	14	68	Sample-3-1-2	Sample	50	Sample-401	2	7	3	2
1	1	14	69	Sample-3-1-3	Sample	25	Sample-401	2	7	3	3
1	1	14	70	Sample-3-1-4	Sample	12.5	Sample-401	2	7	3	4
1	1	14	71	Sample-3-1-5	Sample	6.25	Sample-401	2	7	3	5
1	1	14	72	Sample-3-2-1	Sample	100	Sample-402	2	7	3	6
1	1	14	73	Sample-3-2-2	Sample	50	Sample-402	2	7	3	7
1	1	14	74	Sample-3-2-3	Sample	25	Sample-402	2	7	3	8
1	1	14	75	Sample-3-2-4	Sample	12.5	Sample-402	2	7	3	9
1	1	14	76	Sample-3-2-5	Sample	6.25	Sample-402	2	7	3	10
1	1	14	77	PosCtrl-1-3	PosCtrl	25	PosCtrl-37	2	7	3	11
1	1	14	78	Sample-3-1-1	Sample	100	Sample-423	2	8	3	1
1	1	14	79	Sample-3-1-2	Sample	50	Sample-423	2	8	3	2
1	1	14	80	Sample-3-1-3	Sample	25	Sample-423	2	8	3	3
1	1	14	81	Sample-3-1-4	Sample	12.5	Sample-423	2	8	3	4
1	1	14	82	Sample-3-1-5	Sample	6.25	Sample-423	2	8	3	5
1	1	14	83	Sample-3-2-1	Sample	100	Sample-424	2	8	3	6
1	1	14	84	Sample-3-2-2	Sample	50	Sample-424	2	8	3	7
1	1	14	85	Sample-3-2-3	Sample	25	Sample-424	2	8	3	8
1	1	14	86	Sample-3-2-4	Sample	12.5	Sample-424	2	8	3	9
1	1	14	87	Sample-3-2-5	Sample	6.25	Sample-424	2	8	3	10
1	1	14	88	PosCtrl-1-3	PosCtrl	25	PosCtrl-39	2	8	3	11
1	1	14	89	Sample-3-1-1	Sample	100	Sample-445	2	9	3	1
1	1	14	90	Sample-3-1-2	Sample	50	Sample-445	2	9	3	2
1	1	14	91	Sample-3-1-3	Sample	25	Sample-445	2	9	3	3
1	1	14	92	Sample-3-1-4	Sample	12.5	Sample-445	2	9	3	4
1	1	14	93	Sample-3-1-5	Sample	6.25	Sample-445	2	9	3	5
1	1	14	94	Sample-3-2-1	Sample	100	Sample-446	2	9	3	6
1	1	14	95	Sample-3-2-2	Sample	50	Sample-446	2	9	3	7
1	1	14	96	Sample-3-2-3	Sample	25	Sample-446	2	9	3	8
1	1	14	97	Sample-3-2-4	Sample	12.5	Sample-446	2	9	3	9
1	1	14	98	Sample-3-2-5	Sample	6.25	Sample-446	2	9	3	10
1	1	14	99	PosCtrl-1-3	PosCtrl	25	PosCtrl-41	2	9	3	11
1	1	14	100	Sample-3-1-1	Sample	100	Sample-467	2	10	3	1
1	1	14	101	Sample-3-1-2	Sample	50	Sample-467	2	10	3	2
1	1	14	102	Sample-3-1-3	Sample	25	Sample-467	2	10	3	3
1	1	14	103	Sample-3-1-4	Sample	12.5	Sample-467	2	10	3	4
1	1	14	104	Sample-3-1-5	Sample	6.25	Sample-467	2	10	3	5
1	1	14	105	Sample-3-2-1	Sample	100	Sample-468	2	10	3	6
1	1	14	106	Sample-3-2-2	Sample	50	Sample-468	2	10	3	7
1	1	14	107	Sample-3-2-3	Sample	25	Sample-468	2	10	3	8
1	1	14	108	Sample-3-2-4	Sample	12.5	Sample-468	2	10	3	9
1	1	14	109	Sample-3-2-5	Sample	6.25	Sample-468	2	10	3	10
1	1	14	110	PosCtrl-1-3	PosCtrl	25	PosCtrl-43	2	10	3	11
1	1	14	111	Sample-3-1-1	Sample	100	Sample-489	2	11	3	1
1	1	14	112	Sample-3-1-2	Sample	50	Sample-489	2	11	3	2
1	1	14	113	Sample-3-1-3	Sample	25	Sample-489	2	11	3	3
1	1	14	114	Sample-3-1-4	Sample	12.5	Sample-489	2	11	3	4
1	1	14	115	Sample-3-1-5	Sample	6.25	Sample-489	2	11	3	5
1	1	14	116	Sample-3-2-1	Sample	100	Sample-490	2	11	3	6
1	1	14	117	Sample-3-2-2	Sample	50	Sample-490	2	11	3	7
1	1	14	118	Sample-3-2-3	Sample	25	Sample-490	2	11	3	8
1	1	14	119	Sample-3-2-4	Sample	12.5	Sample-490	2	11	3	9
1	1	14	120	Sample-3-2-5	Sample	6.25	Sample-490	2	11	3	10
1	1	14	121	PosCtrl-1-3	PosCtrl	25	PosCtrl-45	2	11	3	11
1	1	14	122	Sample-3-1-1	Sample	100	Sample-511	2	12	3	1
1	1	14	123	Sample-3-1-2	Sample	50	Sample-511	2	12	3	2
1	1	14	124	Sample-3-1-3	Sample	25	Sample-511	2	12	3	3
1	1	14	125	Sample-3-1-4	Sample	12.5	Sample-511	2	12	3	4
1	1	14	126	Sample-3-1-5	Sample	6.25	Sample-511	2	12	3	5
1	1	14	127	Sample-3-2-1	Sample	100	Sample-512	2	12	3	6
1	1	14	128	Sample-3-2-2	Sample	50	Sample-512	2	12	3	7
1	1	14	129	Sample-3-2-3	Sample	25	Sample-512	2	12	3	8
1	1	14	130	Sample-3-2-4	Sample	12.5	Sample-512	2	12	3	9
1	1	14	131	Sample-3-2-5	Sample	6.25	Sample-512	2	12	3	10
1	1	14	132	PosCtrl-1-3	PosCtrl	25	PosCtrl-47	2	12	3	11
1	1	15	1	Sample-4-1-1	Sample	100	Sample-271	2	1	4	1
1	1	15	2	Sample-4-1-2	Sample	50	Sample-271	2	1	4	2
1	1	15	3	Sample-4-1-3	Sample	25	Sample-271	2	1	4	3
1	1	15	4	Sample-4-1-4	Sample	12.5	Sample-271	2	1	4	4
1	1	15	5	Sample-4-1-5	Sample	6.25	Sample-271	2	1	4	5
1	1	15	6	Sample-4-2-1	Sample	100	Sample-272	2	1	4	6
1	1	15	7	Sample-4-2-2	Sample	50	Sample-272	2	1	4	7
1	1	15	8	Sample-4-2-3	Sample	25	Sample-272	2	1	4	8
1	1	15	9	Sample-4-2-4	Sample	12.5	Sample-272	2	1	4	9
1	1	15	10	Sample-4-2-5	Sample	6.25	Sample-272	2	1	4	10
1	1	15	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-25	2	1	4	11
1	1	15	12	Sample-4-1-1	Sample	100	Sample-293	2	2	4	1
1	1	15	13	Sample-4-1-2	Sample	50	Sample-293	2	2	4	2
1	1	15	14	Sample-4-1-3	Sample	25	Sample-293	2	2	4	3
1	1	15	15	Sample-4-1-4	Sample	12.5	Sample-293	2	2	4	4
1	1	15	16	Sample-4-1-5	Sample	6.25	Sample-293	2	2	4	5
1	1	15	17	Sample-4-2-1	Sample	100	Sample-294	2	2	4	6
1	1	15	18	Sample-4-2-2	Sample	50	Sample-294	2	2	4	7
1	1	15	19	Sample-4-2-3	Sample	25	Sample-294	2	2	4	8
1	1	15	20	Sample-4-2-4	Sample	12.5	Sample-294	2	2	4	9
1	1	15	21	Sample-4-2-5	Sample	6.25	Sample-294	2	2	4	10
1	1	15	22	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-27	2	2	4	11
1	1	15	23	Sample-4-1-1	Sample	100	Sample-315	2	3	4	1
1	1	15	24	Sample-4-1-2	Sample	50	Sample-315	2	3	4	2
1	1	15	25	Sample-4-1-3	Sample	25	Sample-315	2	3	4	3
1	1	15	26	Sample-4-1-4	Sample	12.5	Sample-315	2	3	4	4
1	1	15	27	Sample-4-1-5	Sample	6.25	Sample-315	2	3	4	5
1	1	15	28	Sample-4-2-1	Sample	100	Sample-316	2	3	4	6
1	1	15	29	Sample-4-2-2	Sample	50	Sample-316	2	3	4	7
1	1	15	30	Sample-4-2-3	Sample	25	Sample-316	2	3	4	8
1	1	15	31	Sample-4-2-4	Sample	12.5	Sample-316	2	3	4	9
1	1	15	32	Sample-4-2-5	Sample	6.25	Sample-316	2	3	4	10
1	1	15	33	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-29	2	3	4	11
1	1	15	34	Sample-4-1-1	Sample	100	Sample-337	2	4	4	1
1	1	15	35	Sample-4-1-2	Sample	50	Sample-337	2	4	4	2
1	1	15	36	Sample-4-1-3	Sample	25	Sample-337	2	4	4	3
1	1	15	37	Sample-4-1-4	Sample	12.5	Sample-337	2	4	4	4
1	1	15	38	Sample-4-1-5	Sample	6.25	Sample-337	2	4	4	5
1	1	15	39	Sample-4-2-1	Sample	100	Sample-338	2	4	4	6
1	1	15	40	Sample-4-2-2	Sample	50	Sample-338	2	4	4	7
1	1	15	41	Sample-4-2-3	Sample	25	Sample-338	2	4	4	8
1	1	15	42	Sample-4-2-4	Sample	12.5	Sample-338	2	4	4	9
1	1	15	43	Sample-4-2-5	Sample	6.25	Sample-338	2	4	4	10
1	1	15	44	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-31	2	4	4	11
1	1	15	45	Sample-4-1-1	Sample	100	Sample-359	2	5	4	1
1	1	15	46	Sample-4-1-2	Sample	50	Sample-359	2	5	4	2
1	1	15	47	Sample-4-1-3	Sample	25	Sample-359	2	5	4	3
1	1	15	48	Sample-4-1-4	Sample	12.5	Sample-359	2	5	4	4
1	1	15	49	Sample-4-1-5	Sample	6.25	Sample-359	2	5	4	5
1	1	15	50	Sample-4-2-1	Sample	100	Sample-360	2	5	4	6
1	1	15	51	Sample-4-2-2	Sample	50	Sample-360	2	5	4	7
1	1	15	52	Sample-4-2-3	Sample	25	Sample-360	2	5	4	8
1	1	15	53	Sample-4-2-4	Sample	12.5	Sample-360	2	5	4	9
1	1	15	54	Sample-4-2-5	Sample	6.25	Sample-360	2	5	4	10
1	1	15	55	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-33	2	5	4	11
1	1	15	56	Sample-4-1-1	Sample	100	Sample-381	2	6	4	1
1	1	15	57	Sample-4-1-2	Sample	50	Sample-381	2	6	4	2
1	1	15	58	Sample-4-1-3	Sample	25	Sample-381	2	6	4	3
1	1	15	59	Sample-4-1-4	Sample	12.5	Sample-381	2	6	4	4
1	1	15	60	Sample-4-1-5	Sample	6.25	Sample-381	2	6	4	5
1	1	15	61	Sample-4-2-1	Sample	100	Sample-382	2	6	4	6
1	1	15	62	Sample-4-2-2	Sample	50	Sample-382	2	6	4	7
1	1	15	63	Sample-4-2-3	Sample	25	Sample-382	2	6	4	8
1	1	15	64	Sample-4-2-4	Sample	12.5	Sample-382	2	6	4	9
1	1	15	65	Sample-4-2-5	Sample	6.25	Sample-382	2	6	4	10
1	1	15	66	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-35	2	6	4	11
1	1	15	67	Sample-4-1-1	Sample	100	Sample-403	2	7	4	1
1	1	15	68	Sample-4-1-2	Sample	50	Sample-403	2	7	4	2
1	1	15	69	Sample-4-1-3	Sample	25	Sample-403	2	7	4	3
1	1	15	70	Sample-4-1-4	Sample	12.5	Sample-403	2	7	4	4
1	1	15	71	Sample-4-1-5	Sample	6.25	Sample-403	2	7	4	5
1	1	15	72	Sample-4-2-1	Sample	100	Sample-404	2	7	4	6
1	1	15	73	Sample-4-2-2	Sample	50	Sample-404	2	7	4	7
1	1	15	74	Sample-4-2-3	Sample	25	Sample-404	2	7	4	8
1	1	15	75	Sample-4-2-4	Sample	12.5	Sample-404	2	7	4	9
1	1	15	76	Sample-4-2-5	Sample	6.25	Sample-404	2	7	4	10
1	1	15	77	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-37	2	7	4	11
1	1	15	78	Sample-4-1-1	Sample	100	Sample-425	2	8	4	1
1	1	15	79	Sample-4-1-2	Sample	50	Sample-425	2	8	4	2
1	1	15	80	Sample-4-1-3	Sample	25	Sample-425	2	8	4	3
1	1	15	81	Sample-4-1-4	Sample	12.5	Sample-425	2	8	4	4
1	1	15	82	Sample-4-1-5	Sample	6.25	Sample-425	2	8	4	5
1	1	15	83	Sample-4-2-1	Sample	100	Sample-426	2	8	4	6
1	1	15	84	Sample-4-2-2	Sample	50	Sample-426	2	8	4	7
1	1	15	85	Sample-4-2-3	Sample	25	Sample-426	2	8	4	8
1	1	15	86	Sample-4-2-4	Sample	12.5	Sample-426	2	8	4	9
1	1	15	87	Sample-4-2-5	Sample	6.25	Sample-426	2	8	4	10
1	1	15	88	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-39	2	8	4	11
1	1	15	89	Sample-4-1-1	Sample	100	Sample-447	2	9	4	1
1	1	15	90	Sample-4-1-2	Sample	50	Sample-447	2	9	4	2
1	1	15	91	Sample-4-1-3	Sample	25	Sample-447	2	9	4	3
1	1	15	92	Sample-4-1-4	Sample	12.5	Sample-447	2	9	4	4
1	1	15	93	Sample-4-1-5	Sample	6.25	Sample-447	2	9	4	5
1	1	15	94	Sample-4-2-1	Sample	100	Sample-448	2	9	4	6
1	1	15	95	Sample-4-2-2	Sample	50	Sample-448	2	9	4	7
1	1	15	96	Sample-4-2-3	Sample	25	Sample-448	2	9	4	8
1	1	15	97	Sample-4-2-4	Sample	12.5	Sample-448	2	9	4	9
1	1	15	98	Sample-4-2-5	Sample	6.25	Sample-448	2	9	4	10
1	1	15	99	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-41	2	9	4	11
1	1	15	100	Sample-4-1-1	Sample	100	Sample-469	2	10	4	1
1	1	15	101	Sample-4-1-2	Sample	50	Sample-469	2	10	4	2
1	1	15	102	Sample-4-1-3	Sample	25	Sample-469	2	10	4	3
1	1	15	103	Sample-4-1-4	Sample	12.5	Sample-469	2	10	4	4
1	1	15	104	Sample-4-1-5	Sample	6.25	Sample-469	2	10	4	5
1	1	15	105	Sample-4-2-1	Sample	100	Sample-470	2	10	4	6
1	1	15	106	Sample-4-2-2	Sample	50	Sample-470	2	10	4	7
1	1	15	107	Sample-4-2-3	Sample	25	Sample-470	2	10	4	8
1	1	15	108	Sample-4-2-4	Sample	12.5	Sample-470	2	10	4	9
1	1	15	109	Sample-4-2-5	Sample	6.25	Sample-470	2	10	4	10
1	1	15	110	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-43	2	10	4	11
1	1	15	111	Sample-4-1-1	Sample	100	Sample-491	2	11	4	1
1	1	15	112	Sample-4-1-2	Sample	50	Sample-491	2	11	4	2
1	1	15	113	Sample-4-1-3	Sample	25	Sample-491	2	11	4	3
1	1	15	114	Sample-4-1-4	Sample	12.5	Sample-491	2	11	4	4
1	1	15	115	Sample-4-1-5	Sample	6.25	Sample-491	2	11	4	5
1	1	15	116	Sample-4-2-1	Sample	100	Sample-492	2	11	4	6
1	1	15	117	Sample-4-2-2	Sample	50	Sample-492	2	11	4	7
1	1	15	118	Sample-4-2-3	Sample	25	Sample-492	2	11	4	8
1	1	15	119	Sample-4-2-4	Sample	12.5	Sample-492	2	11	4	9
1	1	15	120	Sample-4-2-5	Sample	6.25	Sample-492	2	11	4	10
1	1	15	121	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-45	2	11	4	11
1	1	15	122	Sample-4-1-1	Sample	100	Sample-513	2	12	4	1
1	1	15	123	Sample-4-1-2	Sample	50	Sample-513	2	12	4	2
1	1	15	124	Sample-4-1-3	Sample	25	Sample-513	2	12	4	3
1	1	15	125	Sample-4-1-4	Sample	12.5	Sample-513	2	12	4	4
1	1	15	126	Sample-4-1-5	Sample	6.25	Sample-513	2	12	4	5
1	1	15	127	Sample-4-2-1	Sample	100	Sample-514	2	12	4	6
1	1	15	128	Sample-4-2-2	Sample	50	Sample-514	2	12	4	7
1	1	15	129	Sample-4-2-3	Sample	25	Sample-514	2	12	4	8
1	1	15	130	Sample-4-2-4	Sample	12.5	Sample-514	2	12	4	9
1	1	15	131	Sample-4-2-5	Sample	6.25	Sample-514	2	12	4	10
1	1	15	132	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-47	2	12	4	11
1	1	16	1	Sample-5-1-1	Sample	100	Sample-273	2	1	5	1
1	1	16	2	Sample-5-1-2	Sample	50	Sample-273	2	1	5	2
1	1	16	3	Sample-5-1-3	Sample	25	Sample-273	2	1	5	3
1	1	16	4	Sample-5-1-4	Sample	12.5	Sample-273	2	1	5	4
1	1	16	5	Sample-5-1-5	Sample	6.25	Sample-273	2	1	5	5
1	1	16	6	Sample-5-2-1	Sample	100	Sample-274	2	1	5	6
1	1	16	7	Sample-5-2-2	Sample	50	Sample-274	2	1	5	7
1	1	16	8	Sample-5-2-3	Sample	25	Sample-274	2	1	5	8
1	1	16	9	Sample-5-2-4	Sample	12.5	Sample-274	2	1	5	9
1	1	16	10	Sample-5-2-5	Sample	6.25	Sample-274	2	1	5	10
1	1	16	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-25	2	1	5	11
1	1	16	12	Sample-5-1-1	Sample	100	Sample-295	2	2	5	1
1	1	16	13	Sample-5-1-2	Sample	50	Sample-295	2	2	5	2
1	1	16	14	Sample-5-1-3	Sample	25	Sample-295	2	2	5	3
1	1	16	15	Sample-5-1-4	Sample	12.5	Sample-295	2	2	5	4
1	1	16	16	Sample-5-1-5	Sample	6.25	Sample-295	2	2	5	5
1	1	16	17	Sample-5-2-1	Sample	100	Sample-296	2	2	5	6
1	1	16	18	Sample-5-2-2	Sample	50	Sample-296	2	2	5	7
1	1	16	19	Sample-5-2-3	Sample	25	Sample-296	2	2	5	8
1	1	16	20	Sample-5-2-4	Sample	12.5	Sample-296	2	2	5	9
1	1	16	21	Sample-5-2-5	Sample	6.25	Sample-296	2	2	5	10
1	1	16	22	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-27	2	2	5	11
1	1	16	23	Sample-5-1-1	Sample	100	Sample-317	2	3	5	1
1	1	16	24	Sample-5-1-2	Sample	50	Sample-317	2	3	5	2
1	1	16	25	Sample-5-1-3	Sample	25	Sample-317	2	3	5	3
1	1	16	26	Sample-5-1-4	Sample	12.5	Sample-317	2	3	5	4
1	1	16	27	Sample-5-1-5	Sample	6.25	Sample-317	2	3	5	5
1	1	16	28	Sample-5-2-1	Sample	100	Sample-318	2	3	5	6
1	1	16	29	Sample-5-2-2	Sample	50	Sample-318	2	3	5	7
1	1	16	30	Sample-5-2-3	Sample	25	Sample-318	2	3	5	8
1	1	16	31	Sample-5-2-4	Sample	12.5	Sample-318	2	3	5	9
1	1	16	32	Sample-5-2-5	Sample	6.25	Sample-318	2	3	5	10
